,2011,2012,2013,2014
Российская Федерация,
Всего,
сельское население,"0,9","0,9",1,"0,6"
20-24,
все население,"1,3","1,2","0,9","0,8"
городское население,"0,9",1,"0,6","0,6"
сельское население,2,"1,7","1,5","1,6"
25-29.,
все население,"1,1","1,4","1,8","1,9"
городское население,"0,8","1,2","1,3","1,4"
сельское население,"1,7","1,9","2,9","2,9"
30-34.,
все население,"2,2",2,"2,6","2,5"
городское население,"1,8","1,9","2,5","2,5"
сельское население,3,"2,2",3,"2,5"
35-39.,
все население,"2,7","2,7",3,3
городское население,"2,1","2,5",3,"2,9"
сельское население,"3,9","3,1",3,"3,1"
40-44.,
все население,"3,4","3,2","2,8","3,2"
городское население,3,"2,4","2,5","2,7"
сельское население,4,"4,5","3,5","3,9"
45-49,
все население,4,"4,4","4,8","4,8"
городское население,"2,8","3,8","4,9","4,5"
сельское население,"5,8","5,3","4,7","5,4"
50-54,
все население,"5,4","5,3","5,5","5,6"
городское население,"4,6","5,2","4,6","5,3"
сельское население,"6,6","5,4","6,8","5,9"
55-59,
все население,"8,4","8,4",8,"8,1"
городское население,"7,5","7,6",7,7
сельское население,"9,7","9,7","9,6","9,8"
60-64,
все население,13,"12,7","11,9","12,2"
городское население,"11,5",12,"10,7","11,4"
сельское население,"15,7","13,7","13,9","13,5"
65-69,
все население,"17,6","18,3","18,2","17,4"
городское население,"15,7",18,"17,6","15,9"
сельское население,"20,7","18,7","19,1",20
70-74,
все население,"30,8","32,1","31,5","30,2"
городское население,"29,2","29,9","28,9","29,2"
сельское население,"33,1","35,1","35,1","31,7"
75-79,
все население,"52,3","52,5","46,9","47,5"
городское население,"48,3","51,2","45,7","46,7"
сельское население,"57,3","54,1","48,6","48,7"
80-84,
все население,"90,8",92,"94,6","92,1"
городское население,"91,4","91,4","93,6","92,6"
сельское население,"90,1","92,7",96,"91,3"
85 и старше,
все население,"170,4","181,3","180,6","175,4"
городское население,"167,7","177,9","180,4","182,9"
сельское население,"174,1","186,2",181,"165,1"
Свердловская область,
Всего,
все население,"12,6","12,6","12,3","12,6"
городское население,"12,3","12,3","11,9","12,4"
сельское население,"14,6",14,14,"13,7"
0,
все население,"5,7","6,6",6,"6,1"
городское население,"5,4","6,3","5,8","6,3"
сельское население,"7,3","7,7","7,1","5,2"
1-4.,
все население,"0,4","0,4","0,4","0,4"
городское население,"0,4","0,4","0,4","0,3"
сельское население,"0,6","0,7","0,7","0,8"
5-9.,
все население,"0,2","0,2","0,3","0,2"
городское население,"0,2","0,2","0,2","0,2"
сельское население,"0,2","0,2","0,3","0,3"
10-14.,
все население,"0,2","0,3","0,3","0,2"
городское население,"0,2","0,3","0,3","0,2"
сельское население,"0,3","0,3","0,4","0,1"
15-19,
все население,"0,4","0,6","0,4","0,5"
городское население,"0,4","0,6","0,4","0,5"
сельское население,"0,4","0,8","0,6","0,7"
20-24,
все население,"0,9","0,8","0,8","0,7"
городское население,"0,9","0,8","0,7","0,7"
сельское население,"1,1","1,1","1,7","0,8"
25-29.,
все население,"1,7","1,7","1,6","1,8"
городское население,"1,6","1,7","1,5","1,7"
сельское население,"1,8","1,9","2,5","2,5"
30-34.,
все население,"2,4","2,5","2,7","2,8"
городское население,"2,4","2,4","2,6","2,6"
сельское население,"2,6","3,5","3,2","3,9"
35-39.,
все население,"2,5","2,6","2,4",3
городское население,"2,3","2,5","2,2","2,9"
сельское население,"3,6","2,8","3,2","3,5"
40-44.,
все население,"2,6","2,9","3,3","3,1"
городское население,"2,7","2,8","3,1",3
сельское население,"2,3",4,"4,3","3,3"
45-49,
все население,"3,9","3,8","3,8",4
городское население,"3,7","3,6","3,6","3,9"
сельское население,"4,8","4,6","4,6","4,7"
50-54,
все население,"5,7","5,5","5,1","5,2"
городское население,"5,6","5,4",5,5
сельское население,"6,2",6,"5,5","6,4"
55-59,
все население,"8,7","8,5","7,5","8,1"
городское население,"8,3","8,3","7,3",8
сельское население,11,"9,8","8,8","8,8"
60-64,
все население,"12,3","12,1","11,3","11,9"
городское население,12,"11,9","10,8","11,7"
сельское население,"13,5","12,8","14,3","13,3"
65-69,
все население,"19,5","17,8","16,6","17,1"
городское население,"19,2","17,5","16,6","16,8"
сельское население,"21,7","19,5","16,6",19
70-74,
все население,"30,2","30,2","29,5","28,3"
городское население,"29,4","29,7","29,1","28,5"
сельское население,"34,3","32,4","31,2",27
75-79,
все население,"53,6","50,3","46,6","47,1"
городское население,53,"50,3","46,9","47,4"
сельское население,"56,3","50,1","45,5","45,6"
80-84,
все население,"95,5","93,9","91,4","87,5"
городское население,"95,3","95,1","92,4","89,3"
сельское население,"96,3","88,5",87,79
85 и старше,
все население,"180,1","175,4","172,4","178,5"
городское население,181,"178,5","173,8","182,8"
сельское население,"175,9","160,7","166,2","158,6"
Тюменская область,
Всего,
все население,7,"6,9","6,8","6,8"
городское население,6,"5,9","5,6","5,8"
сельское население,11,"10,9","11,1","10,9"
0,
все население,"5,2","5,5","6,2","4,4"
городское население,"4,3","4,6","5,3","3,8"
сельское население,"8,1","8,5","9,4","6,7"
1-4.,
все население,"0,4","0,5","0,4","0,4"
городское население,"0,3","0,4","0,4","0,3"
сельское население,"0,5","0,8","0,3","0,8"
5-9.,
все население,"0,3","0,2","0,2","0,2"
городское население,"0,2","0,2","0,1","0,1"
сельское население,"0,4","0,5","0,4","0,4"
10-14.,
все население,"0,2","0,2","0,3","0,1"
городское население,"0,1","0,2","0,2","0,2"
сельское население,"0,3","0,2","0,7","0,1"
15-19,
все население,"0,4","0,5","0,5","0,5"
городское население,"0,3","0,5","0,4","0,5"
сельское население,"0,8","0,8","0,8","0,6"
20-24,
все население,"0,9","0,7","0,7","0,8"
городское население,"0,8","0,5","0,6","0,6"
сельское население,"1,2","1,6","1,1","1,8"
25-29.,
